geoid10,landareasqm,waterareasqm,intptlat10,intptlon10,historicalgrizzlyrange,disttocurrentgrizzlyrangem,dev_share,crop_share,pasture_share,gasslands_share,startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,q_ballotboxstuffing,state,q27,q29,q1,q2,q3,q35,q54_1,q54_2,q54_3,q28_1,q28_2,q28_3,q3645,q20,q32,q21,q22,q23,q25,q24,q26,q3654,q30,q31,q34,opp,transaction_id,svid,rid,risn,gc,term,region,ls,ps
59801,17620632,193294,46.8564,-114.01434,1,0,1,0,0,0,2023-05-28T17:56:38Z,2023-05-28T18:08:17Z,IP Address,174.198.138.174,100,698,TRUE,2023-05-28T18:08:18Z,R_1reIibAeOX7ulys,NA,NA,NA,NA,39.705799,-104.7071,anonymous,EN,0.8999999761581421,NA,Montana,65 to 74 years,Female,Very important,Informed,Very informed,NA,5+,5+,3,Unlimited (never remove),Unlimited (never remove),3,Increase (more lenient) thresholds,6 to 10 times,Agree,6 to 10 times,NA,"Yes, 1-2 years",Strongly disagree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc),Carrying of bear spray when outdoors,Carrying a bear gun","Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc)",Graduate Degree,Conservative,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],4BMardIgvHI5wI08TMRHE6,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59802,119179634,1720697,46.903957,-113.91929,1,0,.14,0,0,.07,2023-05-27T23:36:46Z,2023-05-27T23:47:40Z,IP Address,72.174.9.252,100,654,TRUE,2023-05-27T23:47:41Z,R_0kOeeu4RGSVhtnP,NA,NA,NA,NA,46.896702,-114.0021,anonymous,EN,0.8999999761581421,NA,Montana,55 to 59 years,Female,Very important,Very informed,Very informed,NA,3,4,2,Unlimited (never remove),5+,Unlimited (never remove),Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,NA,"Yes, 5+ years",Strongly disagree,Yes,"Use of bear-proof trash cans,Carrying of bear spray when outdoors","Use of bear-proof trash cans,Carrying of bear spray when outdoors",Associate degree,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],7vCIsoWaahwnFTg9Ni4aLF,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59802,119179634,1720697,46.903957,-113.91929,1,0,.14,0,0,.07,2023-05-28T14:19:49Z,2023-05-28T14:33:04Z,IP Address,72.174.2.182,100,795,TRUE,2023-05-28T14:33:05Z,R_0SV7Z9cFVBsgkMN,NA,NA,NA,NA,46.8522,-114.0214,anonymous,EN,0.8999999761581421,NA,Montana,35 to 44 years,Female,Important,Slightly informed,Slightly informed,NA,4,5+,5+,4,4,4,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Neither agree nor disagree,No,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Use of bear-proof trash cans,Carrying of bear spray when outdoors","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Use of bear-proof trash cans,Carrying of bear spray when outdoors",Bachelor degree,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],2boxzb21i6d5HgbuaTHdT9,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59802,119179634,1720697,46.903957,-113.91929,1,0,.14,0,0,.07,2023-05-28T15:13:59Z,2023-05-28T15:17:41Z,IP Address,47.45.201.134,100,221,TRUE,2023-05-28T15:17:41Z,R_12xTQUMKFOExlYF,NA,NA,NA,NA,46.8522,-114.0214,anonymous,EN,1,NA,Montana,35 to 44 years,Female,Very important,Slightly informed,Slightly informed,NA,3,2,1,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,Use of bear-proof trash cans,Use of bear-proof trash cans,Some college,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],13ZItPW2wU6J45Uc1cb4HY,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59802,119179634,1720697,46.903957,-113.91929,1,0,.14,0,0,.07,2023-05-29T01:12:50Z,2023-05-29T01:18:06Z,IP Address,47.45.164.172,100,316,TRUE,2023-05-29T01:18:07Z,R_1LpYmDlZLd8p6Qr,NA,NA,NA,NA,46.8522,-114.0214,anonymous,EN,0.8999999761581421,NA,Montana,20 to 24 years,Female,Slightly important,Not informed at all,Not informed at all,NA,1,3,5+,Unlimited (never remove),4,1,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,Carrying of bear spray when outdoors,Carrying of bear spray when outdoors,Some college,Very liberal,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],5ETJe8NUu60IuAyRwk3iGf,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59802,119179634,1720697,46.903957,-113.91929,1,0,.14,0,0,.07,2023-05-29T13:23:08Z,2023-05-29T13:27:43Z,IP Address,174.212.228.116,100,275,TRUE,2023-05-29T13:27:44Z,R_2UVGuOXknnXWhEk,NA,NA,NA,NA,43.616501,-116.2001,anonymous,EN,1,NA,Montana,45 to 54 years,Female,Very important,Very informed,Very informed,NA,3,2,1,3,1,1,Decrease (more strict) thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 5+ years",Agree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc),Carrying of bear spray when outdoors,Carrying a bear gun","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Electric Fence,Use of bear-proof trash cans,Carrying of bear spray when outdoors,Carrying a bear gun",Bachelor degree,Liberal,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],57wN2lYE7ZZegZemelMz6t,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59803,206529046,794117,46.795742,-113.93805,1,0,.07,0,0,.029999999,2023-05-28T06:17:04Z,2023-05-28T06:21:28Z,IP Address,72.174.142.185,100,263,TRUE,2023-05-28T06:21:28Z,R_3sbG8Lj5J3awuZT,NA,NA,NA,NA,46.8522,-114.0214,anonymous,EN,0.8999999761581421,NA,Montana,35 to 44 years,Male,Very important,Informed,Informed,NA,5+,5+,1,1,1,1,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly agree,No,Carrying a bear gun,Carrying a bear gun,Associate degree,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],4GN3Kg0jpXGoutXqfQHVnV,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59803,206529046,794117,46.795742,-113.93805,1,0,.07,0,0,.029999999,2023-05-29T10:17:07Z,2023-05-29T10:24:29Z,IP Address,47.44.115.3,100,441,TRUE,2023-05-29T10:24:30Z,R_Dia32MVEw4yJjsR,NA,NA,NA,NA,46.8522,-114.0214,anonymous,EN,0.8999999761581421,NA,Montana,60 to 64 years,Female,Important,Slightly informed,Slightly informed,NA,3,2,1,4,2,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,Some college,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],5RHbVYxAmwnGdXvyBKmdPR,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59808,339568264,4312150,46.971054,-114.11121,1,0,.079999998,.079999998,.07,.18000001,2023-05-26T23:11:53Z,2023-05-26T23:20:18Z,IP Address,184.167.42.54,100,504,TRUE,2023-05-26T23:20:18Z,R_3Dpyri0HkGVqZAR,NA,NA,NA,NA,46.896702,-114.0021,anonymous,EN,1,NA,Montana,55 to 59 years,Male,Very important,Very informed,Very informed,NA,5+,3,4,5+,5+,4,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Encountered bear from unsafe distance,"Yes, 5+ years",Disagree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc),Carrying a bear gun","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Use of bear-proof trash cans,Carrying a bear gun",Associate degree,Very conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],4d7YV5CSj0ltL6qpN5Er1c,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59808,339568264,4312150,46.971054,-114.11121,1,0,.079999998,.079999998,.07,.18000001,2023-05-27T08:08:17Z,2023-05-27T08:12:33Z,IP Address,35.150.93.122,100,256,TRUE,2023-05-27T08:12:34Z,R_2sdnp4GyDpTxvjt,NA,NA,NA,NA,46.8522,-114.0214,anonymous,EN,0.8999999761581421,NA,Montana,20 to 24 years,Female,Very important,Not informed at all,Slightly informed,NA,1,2,5+,Unlimited (never remove),2,2,Decrease (more strict) thresholds,6 to 10 times,Agree,1 to 5 times,No experience,"Yes, 1-2 years",Disagree,No,I've taken none of these actions,NA,Bachelor degree,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],2iGZiPDbYjKGTHnXZoniZ8,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59821,610261650,1000582,47.173355,-114.07749,1,0,0,.029999999,.039999999,.13,2023-05-28T00:36:14Z,2023-05-28T00:48:35Z,IP Address,209.137.228.235,100,741,TRUE,2023-05-28T00:48:36Z,R_2YJ6vccq6xSZYxH,NA,NA,NA,NA,47.470501,-114.8949,anonymous,EN,0.800000011920929,NA,Montana,60 to 64 years,Female,Very important,Informed,Very informed,NA,4,5+,5+,4,5+,5+,Do not change thresholds,11 to 15 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,"Use of bear-proof trash cans,Carrying of bear spray when outdoors","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Electric Fence,Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc),Carrying of bear spray when outdoors",High school graduate,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],3ELHOwq5U7lwJctpriZUXV,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59828,431830307,886127,46.333923,-113.96535,1,34426,.0099999998,.029999999,.12,.039999999,2023-05-25T22:09:27Z,2023-05-25T22:17:19Z,IP Address,63.153.84.142,100,471,TRUE,2023-05-25T22:17:19Z,R_2E0Rzn6CxCgZp1X,NA,NA,NA,NA,46.896702,-114.0021,anonymous,EN,0.8999999761581421,NA,Montana,45 to 54 years,Male,Important,Slightly informed,Slightly informed,NA,4,3,1,1,1,3,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,Bachelor degree,Conservative,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],1raB5GgI1xLaOdKlrEXKFe,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59828,431830307,886127,46.333923,-113.96535,1,34426,.0099999998,.029999999,.12,.039999999,2023-05-26T02:06:18Z,2023-05-26T02:11:09Z,IP Address,69.145.21.56,100,291,TRUE,2023-05-26T02:11:10Z,R_RmhvlvNvNpYVy1z,NA,NA,NA,NA,46.243301,-114.1678,anonymous,EN,1,NA,Montana,35 to 44 years,Female,Important,Slightly informed,Slightly informed,NA,5+,2,1,5+,2,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Disagree,No,I've taken none of these actions,NA,Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],6cMqWoH4vpIrBACKeDAuMT,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59840,1212976412,6852802,46.185467,-114.19366,1,47363,.0099999998,0,.039999999,.090000004,2023-05-27T06:16:40Z,2023-05-27T06:19:54Z,IP Address,64.60.151.178,100,194,TRUE,2023-05-27T06:19:55Z,R_3JmdGGeBAxEJ4Vv,NA,NA,NA,NA,32.213001,-110.8279,anonymous,EN,1,NA,Montana,45 to 54 years,Female,Slightly important,Slightly informed,Informed,NA,3,3,3,3,3,3,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"Yes, 3-4 years",Neither agree nor disagree,No,"Preventing access to crops, grain, and/or livestock foods",No actions taken have been effective,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],3Utt1wd9UwbPIA0hYUZhPM,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59840,1212976412,6852802,46.185467,-114.19366,1,47363,.0099999998,0,.039999999,.090000004,2023-05-27T15:24:42Z,2023-05-27T15:28:31Z,IP Address,108.174.119.232,100,229,TRUE,2023-05-27T15:28:32Z,R_2S1DamVP3bSiMyZ,NA,NA,NA,NA,46.243301,-114.1678,anonymous,EN,1,NA,Montana,18 to 19 years,Female,Important,Informed,Slightly informed,NA,4,2,1,5+,3,2,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,NA,"Yes, 5+ years",Strongly disagree,No,Carrying of bear spray when outdoors,Carrying of bear spray when outdoors,High school graduate,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],1WGw51iOYhULvhlIM1rGDk,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59870,657253349,3108529,46.516308,-114.06345,1,12865,0,.029999999,.11,.1,2023-05-25T15:21:08Z,2023-05-25T15:26:59Z,IP Address,69.146.140.123,100,351,TRUE,2023-05-25T15:27:00Z,R_28YtR5pIVp2licW,NA,NA,NA,NA,46.8522,-114.0214,anonymous,EN,1,NA,Montana,65 to 74 years,Female,Important,Slightly informed,Informed,NA,3,2,1,4,3,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Disagree,No,I've taken none of these actions,NA,Bachelor degree,Liberal,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],6ecekWeRL2KistMx1qqf3m,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59870,657253349,3108529,46.516308,-114.06345,1,12865,0,.029999999,.11,.1,2023-05-29T12:17:45Z,2023-05-29T12:23:06Z,IP Address,38.141.44.80,100,321,TRUE,2023-05-29T12:23:07Z,R_rkBqFsnED9zjuwh,NA,NA,NA,NA,46.526699,-114.0478,anonymous,EN,0.8999999761581421,NA,Montana,65 to 74 years,Female,Very important,Slightly informed,Slightly informed,NA,5+,2,1,Unlimited (never remove),3,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,Graduate Degree,Moderate,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],32ldjdFZNHLajiRSthoWOb,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59874,919999040,19091843,47.799458,-115.62336,1,0,0,0,0,.0099999998,2023-05-29T11:19:31Z,2023-05-29T11:25:54Z,IP Address,209.200.223.190,100,383,TRUE,2023-05-29T11:25:54Z,R_qDcBjUJErFsRcaJ,NA,NA,NA,NA,47.470501,-114.8949,anonymous,EN,0.8999999761581421,NA,Montana,18 to 19 years,Female,Important,Slightly informed,Slightly informed,NA,4,5+,5+,Unlimited (never remove),2,1,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"Yes, 5+ years",Disagree,No,I've taken none of these actions,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],03t5vyUIk1KHC7wx0QM5Pd,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59875,336065222,1717756,46.420376,-114.31561,1,23558,.0099999998,.0099999998,.059999999,.079999998,2023-05-26T22:11:22Z,2023-05-26T22:19:26Z,IP Address,98.97.39.31,100,483,TRUE,2023-05-26T22:19:27Z,R_11aU7ZXWjKW8jQ0,NA,NA,NA,NA,47.603401,-122.3414,anonymous,EN,0.8999999761581421,NA,Montana,45 to 54 years,Female,Very important,Informed,Informed,NA,5+,3,1,5+,3,1,Do not change thresholds,More than 15 times,Agree,11 to 15 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Livestock Carcass Management (Removal of carcasses),Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Herding and husbandry practices,Carrying of bear spray when outdoors,Carrying a bear gun","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Livestock Carcass Management (Removal of carcasses),Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Herding and husbandry practices,Carrying of bear spray when outdoors,Carrying a bear gun",Associate degree,Conservative,"Between $150,000 and $199,999",Qual37847-0505-GrizzlyBears-[BM],68pNHEWCeSOxI5kkxPDZ4p,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59901,1171048039,32758331,48.229649,-114.38506,1,0,.050000001,.13,.050000001,.0099999998,2023-05-26T19:10:02Z,2023-05-26T19:15:43Z,IP Address,35.150.70.134,100,341,TRUE,2023-05-26T19:15:44Z,R_1MPRH4qdJPD3RHZ,NA,NA,NA,NA,48.199902,-114.3034,anonymous,EN,0.8999999761581421,NA,Montana,25 to 34 years,Female,Important,Slightly informed,Slightly informed,NA,2,1,1,1,1,1,Do not change thresholds,6 to 10 times,Agree,1 to 5 times,NA,"Yes, 5+ years",Disagree,Yes,"Electric Fence,Use of bear-proof trash cans,Herding and husbandry practices,Carrying of bear spray when outdoors","Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans",Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],2FQXAwSAmzIHH3wY9Q9bIe,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59901,1171048039,32758331,48.229649,-114.38506,1,0,.050000001,.13,.050000001,.0099999998,2023-05-27T08:00:27Z,2023-05-27T08:03:23Z,IP Address,69.145.164.112,100,176,TRUE,2023-05-27T08:03:24Z,R_33xwmGppBbrLU4d,NA,NA,NA,NA,48.199902,-114.3034,anonymous,EN,0.8999999761581421,NA,Montana,55 to 59 years,Female,Very important,Very informed,Informed,NA,3,1,3,3,Unlimited (never remove),Unlimited (never remove),Decrease (more strict) thresholds,More than 15 times,Agree,More than 15 times,Property damage by bear,"Yes, 1-2 years",Strongly disagree,No,Electric Fence,"Livestock Carcass Management (Removal of carcasses),Electric Fence",Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],3Y7HMyLV0It19fnwFL3wcZ,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59901,1171048039,32758331,48.229649,-114.38506,1,0,.050000001,.13,.050000001,.0099999998,2023-05-27T09:09:53Z,2023-05-27T09:13:18Z,IP Address,184.167.254.208,100,204,TRUE,2023-05-27T09:13:18Z,R_2EcPcmCJNc0uRES,NA,NA,NA,NA,48.199902,-114.3034,anonymous,EN,1,NA,Montana,65 to 74 years,Male,Very important,Informed,Informed,NA,3,2,1,3,2,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Encountered bear from unsafe distance,"Yes, 3-4 years",Disagree,Yes,"Use of bear-proof trash cans,Carrying of bear spray when outdoors",Carrying of bear spray when outdoors,Graduate Degree,Liberal,"Between $150,000 and $199,999",Qual37847-0505-GrizzlyBears-[BM],4IhzQILB4aOnNgCwrHqCoi,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
59901,1171048039,32758331,48.229649,-114.38506,1,0,.050000001,.13,.050000001,.0099999998,2023-05-28T14:20:03Z,2023-05-28T14:32:37Z,IP Address,72.175.229.146,100,754,TRUE,2023-05-28T14:32:38Z,R_1LjPjBPFnD8zMGR,NA,NA,NA,NA,48.199902,-114.3034,anonymous,EN,1,NA,Montana,65 to 74 years,Female,Very important,Informed,Informed,NA,5+,5+,3,5+,4,2,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,Encountered bear from unsafe distance,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,Some college,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],27GoC3kWdJjSnr7mPQwWNY,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59911,1016142295,104055500,48.047264,-114.15694,1,0,.0099999998,.0099999998,.0099999998,.0099999998,2023-05-28T21:15:46Z,2023-05-28T21:21:23Z,IP Address,184.167.255.9,100,336,TRUE,2023-05-28T21:21:24Z,R_BYBq0nR1Dr9clxv,NA,NA,NA,NA,48.199902,-114.3034,anonymous,EN,0.8999999761581421,NA,Montana,20 to 24 years,Female,Very important,Slightly informed,Informed,NA,3,3,2,Unlimited (never remove),1,3,Increase (more lenient) thresholds,11 to 15 times,Agree,1 to 5 times,NA,"Yes, 5+ years",Neither agree nor disagree,Yes,"Livestock Carcass Management (Removal of carcasses),Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Carrying of bear spray when outdoors,Carrying a bear gun","Livestock Carcass Management (Removal of carcasses),Use of bear-proof trash cans,Carrying of bear spray when outdoors,Carrying a bear gun",Bachelor degree,Conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],3sH1f0bvX38u3uEOfJSPRL,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59917,669369590,4986351,48.934639,-114.8767,1,0,.0099999998,0,0,.029999999,2023-05-26T20:54:14Z,2023-05-26T21:02:24Z,IP Address,162.244.173.183,100,490,TRUE,2023-05-26T21:02:25Z,R_2SvHnxXxDUOaqjF,NA,NA,NA,NA,48.7043,-114.8647,anonymous,EN,0.800000011920929,NA,Montana,45 to 54 years,Male,Very important,Informed,Informed,NA,4,3,2,3,1,1,Decrease (more strict) thresholds,6 to 10 times,Agree,6 to 10 times,Property damage by bear,"Yes, 5+ years",Agree,No,"Carrying of bear spray when outdoors,Carrying a bear gun",Carrying of bear spray when outdoors,Some college,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],5Gx2aMFmJXhORKWAnV8EPi,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
59932,68540408,28640067,48.05994,-114.28567,1,0,.0099999998,.059999999,.0099999998,0,2023-05-30T07:32:53Z,2023-05-30T07:43:38Z,IP Address,72.175.35.26,100,644,TRUE,2023-05-30T07:43:38Z,R_pE1fxVKhazUbqhP,NA,NA,NA,NA,48.199902,-114.3034,anonymous,EN,1,NA,Montana,75 to 84 years,Male,Slightly important,Informed,Informed,NA,3,3,3,3,3,3,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Neither agree nor disagree,Yes,Electric Fence,Electric Fence,Some college,Conservative,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],5260NfBIOD7wH0W5va2XZJ,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
60173,15863429,9786,42.051556,-88.055519,0,1682113,.94,0,0,0,2023-05-30T11:05:40Z,2023-05-30T11:09:39Z,IP Address,198.41.85.150,100,239,TRUE,2023-05-30T11:09:39Z,R_BD75FRQ8rerhQ2d,NA,NA,NA,NA,42.0439,-88.086098,anonymous,EN,1,NA,Illinois,45 to 54 years,Male,Important,Very informed,Slightly informed,NA,1,3,2,2,2,3,Increase (more lenient) thresholds,6 to 10 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],2Hnrese6xgxSlmeiT0RRfr,15954811,NA,NA,1,NA,National,{Invalid Expression},696
60191,14555095,320501,41.966305,-87.98085,0,1690396,.88,0,0,0,2023-05-30T11:26:01Z,2023-05-30T11:31:11Z,IP Address,73.8.9.202,100,310,TRUE,2023-05-30T11:31:12Z,R_1OBnFmAjqT6MBju,NA,NA,NA,NA,41.890701,-87.790802,anonymous,EN,0.800000011920929,NA,Illinois,55 to 59 years,Male,Very important,Very informed,Informed,NA,2,4,5+,2,3,5+,Decrease (more strict) thresholds,6 to 10 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],6fVEhCtcM3TohfRKITIqzq,15954811,NA,NA,1,NA,National,{Invalid Expression},696
60402,13646765,144650,41.835217,-87.791374,0,1709580,1,0,0,0,2023-05-30T08:53:40Z,2023-05-30T09:01:57Z,IP Address,108.227.186.86,100,497,TRUE,2023-05-30T09:02:01Z,R_1jlme8zHBjGBMUQ,NA,NA,NA,NA,41.838799,-87.789101,anonymous,EN,1,NA,Illinois,65 to 74 years,Male,Very important,Not informed at all,Not informed at all,NA,5+,2,1,5+,2,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],2R5QCWqBpJlqAAlNncFAmq,15905568,NA,NA,1,NA,National,{Invalid Expression},593
60502,26893936,488652,41.78511,-88.26136,0,1673279,.85000002,.039999999,0,0,2023-05-30T09:26:34Z,2023-05-30T09:36:21Z,IP Address,24.14.81.11,100,587,TRUE,2023-05-30T09:36:22Z,R_2QyqGYGi6XupyeE,NA,NA,NA,NA,41.7892,-88.262001,anonymous,EN,0.800000011920929,NA,Illinois,65 to 74 years,Male,Very important,Slightly informed,Not informed at all,NA,2,5+,1,Unlimited (never remove),5+,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],67XN8eQxnVSHabVZgFbWVc,15954811,NA,NA,1,NA,National,{Invalid Expression},696
60538,26119690,262410,41.710651,-88.32058,0,1667205,.64999998,.22,0,.039999999,2023-05-30T08:22:20Z,2023-05-30T08:26:29Z,IP Address,38.140.195.226,100,249,TRUE,2023-05-30T08:26:30Z,R_1pG5LHaPskl1nqG,NA,NA,NA,NA,41.886799,-87.638603,anonymous,EN,1,NA,Illinois,45 to 54 years,Male,Slightly important,Not informed at all,Not informed at all,NA,4,3,2,5+,3,2,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Liberal,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],6aNxBDSf4c9hF7zcGtSrFN,15905568,NA,NA,1,NA,National,{Invalid Expression},593
